Test,Test No.,Item,Result,Units,Variant,Syringe
Shroud Activation Force,6,9,5.625,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,10,4.64,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,11,5.55,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,12,4.85,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,13,4.52,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,14,4.88,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,15,5.3,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,16,5.45,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,17,4.68,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,18,6,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,19,5.1,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,20,5.36,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,21,5.45,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,22,5.48,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,23,5.32,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,24,5.32,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,25,5.7,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,26,4.6,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,27,5.56,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,28,5.3,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,29,6.64,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,30,5.75,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,31,4.92,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,32,5.5,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,33,5.28,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,34,5.65,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,6,35,7.84,N,N/A,29G BD Hypak SCF 1ml<br>with BD Hypak 1ml Stopper
Shroud Activation Force,11,1,5.88,N,N/A,27G Nipro D2F eNable 1ml Long <br>with West 2212 PH 701/50 C
Shroud Activation Force,11,2,6.36,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,3,4.8,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,4,6.525,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,5,6.7,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,6,7.9,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,7,6.05,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,8,5.72,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,9,6.95,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,10,6.48,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,11,5.85,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,12,8.52,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,13,5.55,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,14,4.9,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,15,4.575,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,16,5.75,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,17,5.2,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,18,5.95,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,19,6.32,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,20,4.2,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,21,5.8,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,22,3.975,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,23,6.65,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,24,5.52,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,25,6.5,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,26,7.6,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,27,5,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,28,7.88,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,29,6.525,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,30,5.4,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,31,6.15,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,32,5.36,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,33,6.8,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,34,5.24,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,11,35,8.25,N,N/A,27G Nipro D2F eNable 1mL Long<br>with West 2212 PH 701/50 C
Shroud Activation Force,14,1,10.88,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,2,14.2,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,3,13.85,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,4,14.48,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,5,12.35,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,6,13.68,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,7,11.55,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,8,14.6,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,9,11.025,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,10,14.12,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,11,14.75,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,12,9.96,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,13,14.08,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,14,14.925,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,15,13.85,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,16,15.075,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,17,12.04,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,18,8.48,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,19,12.95,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,20,14.8,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,21,13.65,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,22,13.32,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,23,9.9,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,24,12.6,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,25,13.76,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,26,14.2,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,27,13.25,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,28,12.85,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,29,14.1,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,30,12.55,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,31,14.8,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,32,15.12,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,33,12.2,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,34,15.88,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,14,35,17.5,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,1,17.05,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,2,16.9,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,3,17.9,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,4,17.5,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,5,21.16,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,6,18.84,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,7,12.84,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,8,12.44,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,9,19.2,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,10,20.2,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,11,19.4,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,12,19,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,13,18.9,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,14,16.2,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,15,18.6,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,16,18.6,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,17,11.925,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,18,20.25,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,19,18.16,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,20,20.8,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,21,18.6,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,22,19.95,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,23,19.84,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,24,18.75,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,25,17.55,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,26,11.16,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,27,20.25,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,28,10.24,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,29,18.72,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,30,15.28,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,31,20.55,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,32,21.75,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,33,19.125,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,34,12.15,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Shroud Activation Force,17,35,19.55,N,N/A,27G Plajex Terumo<br>with Terumo 1ml Long Plunger Stopper
Force to Disassemble,1,1,146.7,N,U,Syringe Not Applicable
Force to Disassemble,1,2,146,N,U,Syringe Not Applicable
Force to Disassemble,1,3,145.7,N,U,Syringe Not Applicable
Force to Disassemble,1,4,145.7,N,U,Syringe Not Applicable
Force to Disassemble,1,5,145.4,N,U,Syringe Not Applicable
Force to Disassemble,1,6,146.7,N,U,Syringe Not Applicable
Force to Disassemble,1,7,145.5,N,U,Syringe Not Applicable
Force to Disassemble,1,8,146.9,N,U,Syringe Not Applicable
Force to Disassemble,1,9,145.7,N,U,Syringe Not Applicable
Force to Disassemble,1,10,145.8,N,U,Syringe Not Applicable
Force to Disassemble,1,11,146.6,N,U,Syringe Not Applicable
Force to Disassemble,1,12,146.1,N,U,Syringe Not Applicable
Force to Disassemble,1,13,146.4,N,U,Syringe Not Applicable
Force to Disassemble,1,14,145.8,N,U,Syringe Not Applicable
Force to Disassemble,1,15,145.4,N,U,Syringe Not Applicable
Force to Disassemble,1,16,146.1,N,U,Syringe Not Applicable
Force to Disassemble,1,17,145.2,N,U,Syringe Not Applicable
Force to Disassemble,1,18,144.9,N,U,Syringe Not Applicable
Force to Disassemble,1,19,146.7,N,U,Syringe Not Applicable
Force to Disassemble,1,20,145.5,N,U,Syringe Not Applicable
Force to Disassemble,1,21,145.8,N,U,Syringe Not Applicable
Force to Disassemble,1,22,145.4,N,U,Syringe Not Applicable
Force to Disassemble,1,23,145.7,N,U,Syringe Not Applicable
Force to Disassemble,1,24,145.4,N,U,Syringe Not Applicable
Force to Disassemble,1,25,145.7,N,U,Syringe Not Applicable
Force to Disassemble,1,26,145.2,N,U,Syringe Not Applicable
Force to Disassemble,1,27,145.8,N,U,Syringe Not Applicable
Force to Disassemble,1,28,145.4,N,U,Syringe Not Applicable
Force to Disassemble,1,29,145.7,N,U,Syringe Not Applicable
Force to Disassemble,1,30,145.1,N,U,Syringe Not Applicable
Force to Disassemble,1,31,146.6,N,U,Syringe Not Applicable
Force to Disassemble,1,32,145.5,N,U,Syringe Not Applicable
Force to Disassemble,1,33,145.2,N,U,Syringe Not Applicable
Force to Disassemble,1,34,146.9,N,U,Syringe Not Applicable
Force to Disassemble,1,35,146,N,U,Syringe Not Applicable
Force to Disassemble,2,1,145.8,N,M,Syringe Not Applicable
Force to Disassemble,2,2,145.1,N,M,Syringe Not Applicable
Force to Disassemble,2,3,145.4,N,M,Syringe Not Applicable
Force to Disassemble,2,4,145.2,N,M,Syringe Not Applicable
Force to Disassemble,2,5,145.5,N,M,Syringe Not Applicable
Force to Disassemble,2,6,145.7,N,M,Syringe Not Applicable
Force to Disassemble,2,7,145.5,N,M,Syringe Not Applicable
Force to Disassemble,2,8,145.8,N,M,Syringe Not Applicable
Force to Disassemble,2,9,145.7,N,M,Syringe Not Applicable
Force to Disassemble,2,10,145.8,N,M,Syringe Not Applicable
Force to Disassemble,2,11,145.5,N,M,Syringe Not Applicable
Force to Disassemble,2,12,145.8,N,M,Syringe Not Applicable
Force to Disassemble,2,13,145.1,N,M,Syringe Not Applicable
Force to Disassemble,2,14,145.2,N,M,Syringe Not Applicable
Force to Disassemble,2,15,145.5,N,M,Syringe Not Applicable
Force to Disassemble,2,16,145.7,N,M,Syringe Not Applicable
Force to Disassemble,2,17,97.5,N,M,Syringe Not Applicable
Force to Disassemble,2,18,145.1,N,M,Syringe Not Applicable
Force to Disassemble,2,19,146.3,N,M,Syringe Not Applicable
Force to Disassemble,2,20,145.1,N,M,Syringe Not Applicable
Force to Disassemble,2,21,145.8,N,M,Syringe Not Applicable
Force to Disassemble,2,22,145.5,N,M,Syringe Not Applicable
Force to Disassemble,2,23,146.7,N,M,Syringe Not Applicable
Force to Disassemble,2,24,145.1,N,M,Syringe Not Applicable
Force to Disassemble,2,25,146,N,M,Syringe Not Applicable
Force to Disassemble,2,26,145.7,N,M,Syringe Not Applicable
Force to Disassemble,2,27,145.2,N,M,Syringe Not Applicable
Force to Disassemble,2,28,145.4,N,M,Syringe Not Applicable
Force to Disassemble,2,29,145.4,N,M,Syringe Not Applicable
Force to Disassemble,2,30,145.7,N,M,Syringe Not Applicable
Force to Disassemble,2,31,145.5,N,M,Syringe Not Applicable
Force to Disassemble,2,32,145.4,N,M,Syringe Not Applicable
Force to Disassemble,2,33,145.1,N,M,Syringe Not Applicable
Force to Disassemble,2,34,145.4,N,M,Syringe Not Applicable
Force to Disassemble,2,35,145.8,N,M,Syringe Not Applicable
Force to Disassemble,3,1,145.8,N,L,Syringe Not Applicable
Force to Disassemble,3,2,145.1,N,L,Syringe Not Applicable
Force to Disassemble,3,3,145.4,N,L,Syringe Not Applicable
Force to Disassemble,3,4,145.5,N,L,Syringe Not Applicable
Force to Disassemble,3,5,145.1,N,L,Syringe Not Applicable
Force to Disassemble,3,6,145.7,N,L,Syringe Not Applicable
Force to Disassemble,3,7,145.1,N,L,Syringe Not Applicable
Force to Disassemble,3,8,145.2,N,L,Syringe Not Applicable
Force to Disassemble,3,9,145.7,N,L,Syringe Not Applicable
Force to Disassemble,3,10,145.4,N,L,Syringe Not Applicable
Force to Disassemble,3,11,145.5,N,L,Syringe Not Applicable
Force to Disassemble,3,12,145.4,N,L,Syringe Not Applicable
Force to Disassemble,3,13,145.5,N,L,Syringe Not Applicable
Force to Disassemble,3,14,145.7,N,L,Syringe Not Applicable
Force to Disassemble,3,15,146.1,N,L,Syringe Not Applicable
Force to Disassemble,3,16,145.2,N,L,Syringe Not Applicable
Force to Disassemble,3,17,145.8,N,L,Syringe Not Applicable
Force to Disassemble,3,18,145.4,N,L,Syringe Not Applicable
Force to Disassemble,3,19,146.7,N,L,Syringe Not Applicable
Force to Disassemble,3,20,145.5,N,L,Syringe Not Applicable
Force to Disassemble,3,21,145.4,N,L,Syringe Not Applicable
Force to Disassemble,3,22,145.2,N,L,Syringe Not Applicable
Force to Disassemble,3,23,145.2,N,L,Syringe Not Applicable
Force to Disassemble,3,24,145.5,N,L,Syringe Not Applicable
Force to Disassemble,3,25,146,N,L,Syringe Not Applicable
Force to Disassemble,3,26,145.1,N,L,Syringe Not Applicable
Force to Disassemble,3,27,145.5,N,L,Syringe Not Applicable
Force to Disassemble,3,28,145.4,N,L,Syringe Not Applicable
Force to Disassemble,3,29,106.3,N,L,Syringe Not Applicable
Force to Disassemble,3,30,145.2,N,L,Syringe Not Applicable
Force to Disassemble,3,31,145.4,N,L,Syringe Not Applicable
Force to Disassemble,3,32,145.7,N,L,Syringe Not Applicable
Force to Disassemble,3,33,129.8,N,L,Syringe Not Applicable
Force to Disassemble,3,34,129.5,N,L,Syringe Not Applicable
Force to Disassemble,3,35,145.1,N,L,Syringe Not Applicable
Force to Override,1,1,88.4,N,U,Syringe Not Applicable
Force to Override,1,2,96.1,N,U,Syringe Not Applicable
Force to Override,1,3,93.1,N,U,Syringe Not Applicable
Force to Override,1,4,96,N,U,Syringe Not Applicable
Force to Override,1,5,95.6,N,U,Syringe Not Applicable
Force to Override,1,6,96,N,U,Syringe Not Applicable
Force to Override,1,7,96.4,N,U,Syringe Not Applicable
Force to Override,1,8,95.1,N,U,Syringe Not Applicable
Force to Override,1,9,98.2,N,U,Syringe Not Applicable
Force to Override,1,10,94.2,N,U,Syringe Not Applicable
Force to Override,1,11,93,N,U,Syringe Not Applicable
Force to Override,1,12,95.5,N,U,Syringe Not Applicable
Force to Override,1,13,97.4,N,U,Syringe Not Applicable
Force to Override,1,14,93.9,N,U,Syringe Not Applicable
Force to Override,1,15,95.6,N,U,Syringe Not Applicable
Force to Override,1,16,96.7,N,U,Syringe Not Applicable
Force to Override,1,17,95.8,N,U,Syringe Not Applicable
Force to Override,1,18,96.3,N,U,Syringe Not Applicable
Force to Override,1,19,94.8,N,U,Syringe Not Applicable
Force to Override,1,20,94.8,N,U,Syringe Not Applicable
Force to Override,1,21,97,N,U,Syringe Not Applicable
Force to Override,1,22,92.9,N,U,Syringe Not Applicable
Force to Override,1,23,96.9,N,U,Syringe Not Applicable
Force to Override,1,24,94.9,N,U,Syringe Not Applicable
Force to Override,1,25,96.1,N,U,Syringe Not Applicable
Force to Override,1,26,95.1,N,U,Syringe Not Applicable
Force to Override,1,27,94.2,N,U,Syringe Not Applicable
Force to Override,1,28,92.1,N,U,Syringe Not Applicable
Force to Override,1,29,94,N,U,Syringe Not Applicable
Force to Override,1,30,95,N,U,Syringe Not Applicable
Force to Override,1,31,98.1,N,U,Syringe Not Applicable
Force to Override,1,32,94.4,N,U,Syringe Not Applicable
Force to Override,1,33,96.7,N,U,Syringe Not Applicable
Force to Override,1,34,94.5,N,U,Syringe Not Applicable
Force to Override,1,35,100.375,N,U,Syringe Not Applicable
Force to Disassemble EFF,1,1,91.2,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,2,94.1,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,3,91.3,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,4,91.1,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,5,91.7,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,6,91.4,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,7,91,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,8,92.7,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,9,91.5,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,10,91.9,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,11,94.5,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,12,92.9,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,13,93.3,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,14,92.2,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,15,89.7,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,16,90.4,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,17,93.4,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,18,93.9,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,19,93.5,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,20,91.7,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,21,94.2,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,22,93.1,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,23,91.6,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,24,92.6,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,25,94.1,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,26,92.9,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,27,92.6,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,28,93.8,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,29,93.6,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,30,94.1,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,31,90.9,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,32,89.7,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,33,91.5,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,34,94.4,N,N/A,Syringe Not Applicable
Force to Disassemble EFF,1,35,93.3,N,N/A,Syringe Not Applicable
Force to Insert Syringe (Plastic),1,1,43.8,N,N/A,27G Plajex Terumo
Force to Insert Syringe (Plastic),1,2,41.7,N,N/A,27G Plajex Terumo
Force to Insert Syringe (Plastic),1,3,38.6,N,N/A,27G Plajex Terumo
Force to Insert Syringe (Plastic),1,4,39.1,N,N/A,27G Plajex Terumo
Force to Insert Syringe (Plastic),1,5,38,N,N/A,27G Plajex Terumo
Force to Insert Syringe (Plastic),1,6,40.8,N,N/A,27G Plajex Terumo
Force to Insert Syringe (Plastic),1,7,41.1,N,N/A,27G Plajex Terumo
Force to Insert Syringe (Plastic),1,8,40,N,N/A,27G Plajex Terumo
Force to Insert Syringe (Plastic),1,9,40.3,N,N/A,27G Plajex Terumo
Force to Insert Syringe (Plastic),1,10,41.6,N,N/A,27G Plajex Terumo
Force to Insert Syringe (Plastic),1,11,42.9,N,N/A,27G Plajex Terumo
Force to Insert Syringe (Plastic),1,12,38,N,N/A,27G Plajex Terumo
Force to Insert Syringe (Plastic),1,13,38.4,N,N/A,27G Plajex Terumo
Force to Insert Syringe (Plastic),1,14,40.3,N,N/A,27G Plajex Terumo
Force to Insert Syringe (Plastic),1,15,45.3,N,N/A,27G Plajex Terumo
Force to Insert Syringe (Plastic),1,16,39.4,N,N/A,27G Plajex Terumo
